LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 140.44247477987054, 0.5486034171088693, 61.145023033413025, 8.058491615671938, 1.4952320406865862, 256.0,
1, 61.22841777526182, 0.2318709312199264, 61.22841777526182, 9.550889214630097, 0.6509853782581055, 1244.9424626006905,
2, 183.42793834671227, 0.7165153841668448, 61.14264611557076, 9.550889214630097, 5.8588684043229495, 83.04033258545599,
3, 61.22841777526182, 0.9274837248797057, 244.91367110104727, 9.550889214630097, 2.603941513032422, 321.7322278405711,
4, 61.22841777526182, 0.9274837248797057, 244.91367110104727, 9.550889214630097, 2.603941513032422, 321.7322278405711,
5, 244.91367110104727, 0.9274837248797057, 61.22841777526182, 13.23110704706915, 2.603941513032422, 1244.9424626006905,
6, 183.42793834671227, 0.7165153841668448, 61.14264611557076, 9.550889214630097, 5.8588684043229495, 83.04033258545599,
7, 61.22841777526182, 0.9274837248797057, 244.91367110104727, 9.550889214630097, 2.603941513032422, 321.7322278405711,
8, 244.91367110104727, 0.9274837248797057, 61.22841777526182, 13.23110704706915, 2.603941513032422, 1244.9424626006905,
9, 183.42793834671227, 0.7165153841668448, 61.14264611557076, 9.550889214630097, 5.8588684043229495, 83.04033258545599,
10, 61.22841777526182, 0.9274837248797057, 244.91367110104727, 9.550889214630097, 2.603941513032422, 321.7322278405711,
11, 244.91367110104727, 1.8549674497594113, 122.45683555052364, 13.23110704706915, 5.207883026064844, 236.23662371696878,
12, 195.04688627073816, 5.909112767492186, 108.3593812615212, 9.823841161858137, 7.812238410596026, 151.97566595481624,
13, 108.36589520088168, 6.566075543532712, 216.73179040176336, 9.550889214630097, 5.2082969085273785, 392.926807119506,
14, 150.32839040172553, 35.338905365327584, 150.32839040172553, 8.86238357122421, 6.944211920529801, 256.0,
15, 150.32839040172553, 17.669452682663792, 75.16419520086276, 9.847023294420994, 5.2082969085273785, 256.0,
16, 128.2223766504517, 17.078526754690756, 71.2346536946954, 7.385006622516556, 7.812238410596026, 255.94673325010405,
17, 75.16419520086276, 17.669452682663792, 150.32839040172553, 7.385006622516556, 5.2082969085273785, 256.0,
18, 150.32839040172553, 17.669452682663792, 75.16419520086276, 9.847023294420994, 5.2082969085273785, 256.0,
19, 128.2223766504517, 17.078526754690756, 71.2346536946954, 7.385006622516556, 7.812238410596026, 255.94673325010405,
20, 75.16419520086276, 17.669452682663792, 150.32839040172553, 7.385006622516556, 5.2082969085273785, 256.0,
21, 150.32839040172553, 17.669452682663792, 75.16419520086276, 9.847023294420994, 5.2082969085273785, 256.0,
22, 128.2223766504517, 17.078526754690756, 71.2346536946954, 7.385006622516556, 7.812238410596026, 255.94673325010405,
23, 75.16419520086276, 17.669452682663792, 150.32839040172553, 7.385006622516556, 5.2082969085273785, 256.0,
24, 150.32839040172553, 35.338905365327584, 150.32839040172553, 9.847023294420994, 6.944211920529801, 256.0,
25, 64.1322170272915, 64.1322170272915, 64.1322170272915, 8.86238357122421, 9.375083447245446, 256.0,
26, 70.14363593268547, 62.13415501303626, 70.14363593268547, 5.879678931892236, 8.333407508662619, 256.0,
27, 24.485313653136533, 77.38568265682657, 24.485313653136533, 6.591226954863319, 9.259276265828374, 256.0,
28, 24.488928255093004, 77.39710658399764, 24.488928255093004, 6.591750774854963, 8.333407508662619, 256.0,
29, 15.393509680938097, 80.4232342514317, 15.393509680938097, 3.2956134774316594, 9.375083447245446, 256.0,
30, 24.488928255093004, 77.39710658399764, 24.488928255093004, 3.2956134774316594, 8.333407508662619, 256.0,
31, 24.488928255093004, 77.39710658399764, 24.488928255093004, 6.591750774854963, 8.333407508662619, 256.0,
32, 15.393509680938097, 80.4232342514317, 15.393509680938097, 3.2956134774316594, 9.375083447245446, 256.0,
33, 24.488928255093004, 77.39710658399764, 24.488928255093004, 3.2956134774316594, 8.333407508662619, 256.0,
34, 24.488928255093004, 77.39710658399764, 24.488928255093004, 6.591750774854963, 8.333407508662619, 256.0,
35, 15.393509680938097, 80.4232342514317, 15.393509680938097, 3.2956134774316594, 9.375083447245446, 256.0,
36, 24.488928255093004, 77.39710658399764, 24.488928255093004, 3.2956134774316594, 8.333407508662619, 256.0,
37, 24.488928255093004, 77.39710658399764, 24.488928255093004, 6.591750774854963, 8.333407508662619, 256.0,
38, 15.393509680938097, 80.4232342514317, 15.393509680938097, 3.2956134774316594, 9.375083447245446, 256.0,
39, 24.488928255093004, 77.39710658399764, 24.488928255093004, 3.2956134774316594, 8.333407508662619, 256.0,
40, 24.488928255093004, 77.39710658399764, 24.488928255093004, 6.591750774854963, 8.333407508662619, 256.0,
41, 15.393509680938097, 80.4232342514317, 15.393509680938097, 3.2956134774316594, 9.375083447245446, 256.0,
42, 24.488928255093004, 77.39710658399764, 24.488928255093004, 3.2956134774316594, 8.333407508662619, 256.0,
43, 24.485313653136533, 77.38568265682657, 24.485313653136533, 6.591750774854963, 9.259276265828374, 256.0,
44, 5.238037725125218, 83.80860360200349, 5.238037725125218, 6.591226954863319, 9.868475869396086, 256.0,
45, 8.091663374160412, 82.85863295140261, 8.091663374160412, 2.0343293070565798, 9.803990500589038, 256.0,
46, 2.9730231057703937, 84.56599056413565, 2.9730231057703937, 1.4647171010807374, 9.803990500589038, 256.0,
47, 2.973142995402855, 84.56940075812565, 2.973142995402855, 2.9294342021614748, 9.803990500589038, 256.0,
48, 0.33378001521132883, 85.44768389410018, 0.33378001521132883, 0.7323585505403687, 9.868475869396086, 256.0,
49, 2.973142995402855, 84.56940075812565, 2.973142995402855, 0.7323585505403687, 9.803990500589038, 256.0,
50, 2.973142995402855, 84.56940075812565, 2.973142995402855, 2.9294342021614748, 9.803990500589038, 256.0,
51, 0.33378001521132883, 85.44768389410018, 0.33378001521132883, 0.7323585505403687, 9.868475869396086, 256.0,
52, 2.973142995402855, 84.56940075812565, 2.973142995402855, 0.7323585505403687, 9.803990500589038, 256.0,
53, 2.9733828036780126, 84.57622197128569, 2.9733828036780126, 2.9294342021614748, 9.259276265828374, 256.0,
