LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
10, 257.0, 17219.0, 1081600, 193.0, 256.0, 16384, 511.0, 17665.0, 4326400, -113246.0, -1.0, 1081600, -6292.0, -1.0, 16384, 4734.0, 18181.0, 4326655,
11, 257.0, 17411.0, 4326400, 1.0, 256.0, 32768, 511.0, 17537.0, 2163200, -314314.0, 12672.0, 4326400, -6292.0, -1.0, 32768, 8766.0, 17923.0, 2163455,
12, 257.0, 24506.0, 4867200, 1.0, 20220.0, 147456, 511.0, 24826.0, 2704000, -220199.0, -1.0, 2163200, -18875.0, -1.0, 147456, 9532.0, 27325.0, 2704255,
13, 257.0, 9599.0, 1081600, 129.0, 5247.0, 65536, 511.0, 9981.0, 2163200, -56623.0, -1.0, 540800, -12583.0, -1.0, 65536, 4734.0, 10239.0, 2163455,
14, 257.0, 3455.0, 557568, 1.0, 2111.0, 131072, 511.0, 3709.0, 557568, -31457.0, -1.0, 278784, -18875.0, -1.0, 131072, 3709.0, 5886.0, 557568,
15, 257.0, 3455.0, 557568, 1.0, 2111.0, 65536, 511.0, 3581.0, 278784, -56623.0, -1.0, 557568, -12583.0, -1.0, 65536, 3709.0, 4797.0, 278784,
16, 257.0, 8252.0, 1107072, 1.0, 7164.0, 147456, 511.0, 8506.0, 615040, -18875.0, -1.0, 139392, -18875.0, -1.0, 147456, 8634.0, 11036.0, 615040,
17, 257.0, 3327.0, 278784, 129.0, 2111.0, 65536, 511.0, 3709.0, 557568, -18875.0, -1.0, 139392, -12583.0, -1.0, 65536, 3709.0, 5886.0, 557568,
18, 257.0, 3455.0, 557568, 1.0, 2111.0, 65536, 511.0, 3581.0, 278784, -56623.0, -1.0, 557568, -12583.0, -1.0, 65536, 3709.0, 4797.0, 278784,
19, 257.0, 8252.0, 1107072, 1.0, 7164.0, 147456, 511.0, 8506.0, 615040, -18875.0, -1.0, 139392, -18875.0, -1.0, 147456, 8634.0, 11036.0, 615040,
20, 257.0, 3327.0, 278784, 129.0, 2111.0, 65536, 511.0, 3709.0, 557568, -18875.0, -1.0, 139392, -12583.0, -1.0, 65536, 3709.0, 5886.0, 557568,
21, 257.0, 3455.0, 557568, 1.0, 2111.0, 65536, 511.0, 3581.0, 278784, -56623.0, -1.0, 557568, -12583.0, -1.0, 65536, 3709.0, 4797.0, 278784,
22, 257.0, 8252.0, 1107072, 1.0, 7164.0, 147456, 511.0, 8506.0, 615040, -18875.0, -1.0, 139392, -18875.0, -1.0, 147456, 8634.0, 11036.0, 615040,
23, 257.0, 3327.0, 278784, 129.0, 2111.0, 65536, 511.0, 3709.0, 557568, -18875.0, -1.0, 139392, -12583.0, -1.0, 65536, 3709.0, 5886.0, 557568,
24, 257.0, 3455.0, 557568, 1.0, 2111.0, 131072, 511.0, 3709.0, 557568, -56623.0, -1.0, 557568, -18875.0, -1.0, 131072, 3709.0, 5886.0, 557568,
25, 257.0, 8943.0, 589824, 1.0, 8432.0, 589824, 511.0, 9197.0, 589824, -31457.0, -1.0, 278784, -62914.0, -1.0, 589824, 9197.0, 11500.0, 589824,
26, 257.0, 3965.0, 295936, 1.0, 3421.0, 262144, 511.0, 4219.0, 295936, -12583.0, -1.0, 73984, -31457.0, -1.0, 262144, 4219.0, 5374.0, 295936,
27, 257.0, 6521.0, 165888, 1.0, 6185.0, 524288, 511.0, 6775.0, 165888, -6292.0, -1.0, 41472, -56623.0, -1.0, 524288, 6775.0, 7422.0, 165888,
28, 257.0, 3133.0, 82944, 1.0, 2797.0, 262144, 511.0, 3387.0, 82944, -12583.0, -1.0, 82944, -31457.0, -1.0, 262144, 3387.0, 3710.0, 82944,
29, 257.0, 7080.0, 112896, 1.0, 6776.0, 589824, 511.0, 7334.0, 112896, -6292.0, -1.0, 20736, -62914.0, -1.0, 589824, 7334.0, 7774.0, 112896,
30, 257.0, 3133.0, 82944, 1.0, 2797.0, 262144, 511.0, 3387.0, 82944, -6292.0, -1.0, 20736, -31457.0, -1.0, 262144, 3387.0, 3710.0, 82944,
31, 257.0, 3133.0, 82944, 1.0, 2797.0, 262144, 511.0, 3387.0, 82944, -12583.0, -1.0, 82944, -31457.0, -1.0, 262144, 3387.0, 3710.0, 82944,
32, 257.0, 7080.0, 112896, 1.0, 6776.0, 589824, 511.0, 7334.0, 112896, -6292.0, -1.0, 20736, -62914.0, -1.0, 589824, 7334.0, 7774.0, 112896,
33, 257.0, 3133.0, 82944, 1.0, 2797.0, 262144, 511.0, 3387.0, 82944, -6292.0, -1.0, 20736, -31457.0, -1.0, 262144, 3387.0, 3710.0, 82944,
34, 257.0, 3133.0, 82944, 1.0, 2797.0, 262144, 511.0, 3387.0, 82944, -12583.0, -1.0, 82944, -31457.0, -1.0, 262144, 3387.0, 3710.0, 82944,
35, 257.0, 7080.0, 112896, 1.0, 6776.0, 589824, 511.0, 7334.0, 112896, -6292.0, -1.0, 20736, -62914.0, -1.0, 589824, 7334.0, 7774.0, 112896,
36, 257.0, 3133.0, 82944, 1.0, 2797.0, 262144, 511.0, 3387.0, 82944, -6292.0, -1.0, 20736, -31457.0, -1.0, 262144, 3387.0, 3710.0, 82944,
37, 257.0, 3133.0, 82944, 1.0, 2797.0, 262144, 511.0, 3387.0, 82944, -12583.0, -1.0, 82944, -31457.0, -1.0, 262144, 3387.0, 3710.0, 82944,
38, 257.0, 7080.0, 112896, 1.0, 6776.0, 589824, 511.0, 7334.0, 112896, -6292.0, -1.0, 20736, -62914.0, -1.0, 589824, 7334.0, 7774.0, 112896,
39, 257.0, 3133.0, 82944, 1.0, 2797.0, 262144, 511.0, 3387.0, 82944, -6292.0, -1.0, 20736, -31457.0, -1.0, 262144, 3387.0, 3710.0, 82944,
40, 257.0, 3133.0, 82944, 1.0, 2797.0, 262144, 511.0, 3387.0, 82944, -12583.0, -1.0, 82944, -31457.0, -1.0, 262144, 3387.0, 3710.0, 82944,
41, 257.0, 7080.0, 112896, 1.0, 6776.0, 589824, 511.0, 7334.0, 112896, -6292.0, -1.0, 20736, -62914.0, -1.0, 589824, 7334.0, 7774.0, 112896,
42, 257.0, 3133.0, 82944, 1.0, 2797.0, 262144, 511.0, 3387.0, 82944, -6292.0, -1.0, 20736, -31457.0, -1.0, 262144, 3387.0, 3710.0, 82944,
43, 257.0, 6521.0, 165888, 1.0, 6185.0, 524288, 511.0, 6775.0, 165888, -12583.0, -1.0, 82944, -56623.0, -1.0, 524288, 6775.0, 7422.0, 165888,
44, 257.0, 27897.0, 147456, 1.0, 27626.0, 2359296, 511.0, 28151.0, 147456, -6292.0, -1.0, 41472, -239074.0, -1.0, 2359296, 28151.0, 28726.0, 147456,
45, 257.0, 12401.0, 102400, 1.0, 12121.0, 1048576, 511.0, 12655.0, 102400, -6292.0, -1.0, 12800, -106954.0, -1.0, 1048576, 12655.0, 13054.0, 102400,
46, 257.0, 24545.0, 73728, 1.0, 24281.0, 2097152, 511.0, 24799.0, 73728, -6292.0, -1.0, 9216, -213908.0, -1.0, 2097152, 24799.0, 25086.0, 73728,
47, 257.0, 12145.0, 36864, 1.0, 11881.0, 1048576, 511.0, 12399.0, 36864, -6292.0, -1.0, 18432, -106954.0, -1.0, 1048576, 12399.0, 12542.0, 36864,
48, 257.0, 27357.0, 9216, 1.0, 27101.0, 2359296, 511.0, 27611.0, 9216, -6292.0, -1.0, 4608, -239074.0, -1.0, 2359296, 27611.0, 27646.0, 9216,
49, 257.0, 12145.0, 36864, 1.0, 11881.0, 1048576, 511.0, 12399.0, 36864, -6292.0, -1.0, 4608, -106954.0, -1.0, 1048576, 12399.0, 12542.0, 36864,
50, 257.0, 12145.0, 36864, 1.0, 11881.0, 1048576, 511.0, 12399.0, 36864, -6292.0, -1.0, 18432, -106954.0, -1.0, 1048576, 12399.0, 12542.0, 36864,
51, 257.0, 27357.0, 9216, 1.0, 27101.0, 2359296, 511.0, 27611.0, 9216, -6292.0, -1.0, 4608, -239074.0, -1.0, 2359296, 27611.0, 27646.0, 9216,
52, 257.0, 12145.0, 36864, 1.0, 11881.0, 1048576, 511.0, 12399.0, 36864, -6292.0, -1.0, 4608, -106954.0, -1.0, 1048576, 12399.0, 12542.0, 36864,
53, 257.0, 5945.0, 18432, 1.0, 5681.0, 524288, 511.0, 6199.0, 18432, -6292.0, -1.0, 18432, -56623.0, -1.0, 524288, 6199.0, 6270.0, 18432,
